Group_ID,Domain,Technique_ID,Technique_Name,Sub_Technique_ID,Sub_Technique_Name,Full_Technique_ID,Full_Technique_Name,Use
G0095,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,Machete has delivered spearphishing emails that contain a zipped file with malicious contents.[2][3][4]
G0095,Enterprise,T1566,Phishing,.002,Spearphishing Link,T1566.002,Phishing: Spearphishing Link,Machete has sent phishing emails that contain a link to an external server with ZIP and RAR archives.[1][3]
G0095,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,Machete has created scheduled tasks to maintain Machete's persistence.[4]
G0095,Enterprise,T1218,System Binary Proxy Execution,.007,Msiexec,T1218.007,System Binary Proxy Execution: Msiexec,Machete has used msiexec to install the Machete malware.[4]
G0095,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Machete has has relied on users opening malicious links delivered through spearphishing to execute malware.[1][2][3]
G0095,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Machete has relied on users opening malicious attachments delivered through spearphishing to execute malware.[1][2][3][4]
G0059,Enterprise,T1087,Account Discovery,.003,Email Account,T1087.003,Account Discovery: Email Account,Magic Hound has used Powershell to discover email accounts.[17]
G0059,Enterprise,T1098,Account Manipulation,.002,Additional Email Delegate Permissions,T1098.002,Account Manipulation: Additional Email Delegate Permissions,Magic Hound granted compromised email accounts read access to the email boxes of additional targeted accounts. The group then was able to authenticate to the intended victim's OWA (Outlook Web Access) portal and read hundreds of email communications for information on Middle East organizations.[1]
G0059,Enterprise,T1098,Account Manipulation,.007,Additional Local or Domain Groups,T1098.007,Account Manipulation: Additional Local or Domain Groups,Magic Hound has added a user named DefaultAccount to the Administrators and Remote Desktop Users groups.[17]
G0059,Enterprise,T1583,Acquire Infrastructure,.001,Domains,T1583.001,Acquire Infrastructure: Domains,"Magic Hound has registered fraudulent domains such as ""mail-newyorker.com"" and ""news12.com.recover-session-service.site"" to target specific victims with phishing attacks.[3]"
G0059,Enterprise,T1583,Acquire Infrastructure,.006,Web Services,T1583.006,Acquire Infrastructure: Web Services,Magic Hound has acquired Amazon S3 buckets to use in C2.[7]
G0059,Enterprise,T1595,Active Scanning,.002,Vulnerability Scanning,T1595.002,Active Scanning: Vulnerability Scanning,"Magic Hound has conducted widespread scanning to identify public-facing systems vulnerable to CVE-2021-44228 in Log4j and ProxyShell vulnerabilities; CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in on-premises MS Exchange Servers; and CVE-2018-13379 in Fortinet FortiOS SSL VPNs.[7][18]"
G0059,Enterprise,T1071,Application Layer Protocol,,,T1071,Application Layer Protocol,Magic Hound malware has used IRC for C2.[15][19]
G0059,Enterprise,T1071,Web Protocols,.001,,T1071.001,Web Protocols,Magic Hound has used HTTP for C2.[15][17][19]
G0059,Enterprise,T1560,Archive Collected Data,.001,Archive via Utility,T1560.001,Archive Collected Data: Archive via Utility,Magic Hound has used gzip to archive dumped LSASS process memory and RAR to stage and compress local folders.[1][17][19]
G0059,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Magic Hound malware has used Registry Run keys to establish persistence.[15][19][18]
G0059,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,Magic Hound has used PowerShell for execution and privilege escalation.[15][1][17][19][18]
G0059,Enterprise,T1059,Command and Scripting Interpreter,.003,Windows Command Shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Magic Hound has used the command-line interface for code execution.[15][17][19]
G0059,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,Magic Hound malware has used VBS scripts for execution.[15]
G0059,Enterprise,T1586,Compromise Accounts,.002,Email Accounts,T1586.002,Compromise Accounts: Email Accounts,Magic Hound has compromised personal email accounts through the use of legitimate credentials and gathered additional victim information.[11]
G0059,Enterprise,T1584,Compromise Infrastructure,.001,Domains,T1584.001,Compromise Infrastructure: Domains,Magic Hound has used compromised domains to host links targeted to specific phishing victims.[2][5][3][20]
G0059,Enterprise,T1136,Create Account,.001,Local Account,T1136.001,Create Account: Local Account,Magic Hound has created local accounts named help and DefaultAccount on compromised machines.[17][18]
G0059,Enterprise,T1486,Data Encrypted for Impact,,,T1486,Data Encrypted for Impact,Magic Hound has used BitLocker and DiskCryptor to encrypt targeted workstations. [19][18]
G0059,Enterprise,T1005,Data from Local System,,,T1005,Data from Local System,Magic Hound has used a web shell to exfiltrate a ZIP file containing a dump of LSASS memory on a compromised machine.[17][19]
G0059,Enterprise,T1482,Domain Trust Discovery,,,T1482,Domain Trust Discovery,Magic Hound has used a web shell to execute nltest /trusted_domains to identify trust relationships.[19]
G0059,Enterprise,T1189,Drive-by Compromise,,,T1189,Drive-by Compromise,Magic Hound has conducted watering-hole attacks through media and magazine websites.[2]
G0059,Enterprise,T1114,Email Collection,,,T1114,Email Collection,Magic Hound has compromised email credentials in order to steal sensitive data.[3]
G0059,Enterprise,T1114,Local Email Collection,.001,,T1114.001,Local Email Collection,Magic Hound has collected .PST archives.[1]
G0059,Enterprise,T1114,Remote Email Collection,.002,,T1114.002,Remote Email Collection,Magic Hound has exported emails from compromised Exchange servers including through use of the cmdlet New-MailboxExportRequest.[17][19]
G0059,Enterprise,T1573,Encrypted Channel,,,T1573,Encrypted Channel,Magic Hound has used an encrypted http proxy in C2 communications.[19]
G0059,Enterprise,T1585,Establish Accounts,.001,Social Media Accounts,T1585.001,Establish Accounts: Social Media Accounts,Magic Hound has created fake LinkedIn and other social media accounts to contact targets and convince them--through messages and voice communications--to open malicious links.[2]
G0059,Enterprise,T1585,Establish Accounts,.002,Email Accounts,T1585.002,Establish Accounts: Email Accounts,Magic Hound has established email accounts using fake personas for spearphishing operations.[11][6]
G0059,Enterprise,T1567,Exfiltration Over Web Service,,,T1567,Exfiltration Over Web Service,Magic Hound has used the Telegram API sendMessage to relay data on compromised devices.[20]
G0059,Enterprise,T1190,Exploit Public-Facing Application,,,T1190,Exploit Public-Facing Application,"Magic Hound has exploited the Log4j utility (CVE-2021-44228), on-premises MS Exchange servers via ""ProxyShell"" (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207), and Fortios SSL VPNs (CVE-2018-13379).[7][17][21][19][18][22]"
G0059,Enterprise,T1083,File and Directory Discovery,,,T1083,File and Directory Discovery,"Magic Hound malware can list a victim's logical drives and the type, as well the total/free space of the fixed devices. Other malware can list a directory's contents.[15]"
G0059,Enterprise,T1592,Gather Victim Host Information,.002,Software,T1592.002,Gather Victim Host Information: Software,Magic Hound has captured the user-agent strings from visitors to their phishing sites.[20]
G0059,Enterprise,T1589,Gather Victim Identity Information,,,T1589,Gather Victim Identity Information,"Magic Hound has acquired mobile phone numbers of potential targets, possibly for mobile malware or additional phishing operations.[5]"
G0059,Enterprise,T1589,Credentials,.001,,T1589.001,Credentials,"Magic Hound gathered credentials from two victims that they then attempted to validate across 75 different websites. Magic Hound has also collected credentials from over 900 Fortinet VPN servers in the US, Europe, and Israel.[11][18]"
G0059,Enterprise,T1589,Email Addresses,.002,,T1589.002,Email Addresses,"Magic Hound has identified high-value email accounts in academia, journalism, NGO's, foreign policy, and national security for targeting.[5][20]"
G0059,Enterprise,T1590,Gather Victim Network Information,.005,IP Addresses,T1590.005,Gather Victim Network Information: IP Addresses,Magic Hound has captured the IP addresses of visitors to their phishing sites.[20]
G0059,Enterprise,T1591,Gather Victim Org Information,.001,Determine Physical Locations,T1591.001,Gather Victim Org Information: Determine Physical Locations,Magic Hound has collected location information from visitors to their phishing sites.[20]
G0059,Enterprise,T1564,Hide Artifacts,.003,Hidden Window,T1564.003,Hide Artifacts: Hidden Window,Magic Hound malware has a function to determine whether the C2 server wishes to execute the newly dropped file in a hidden window.[15]
G0059,Enterprise,T1562,Impair Defenses,,,T1562,Impair Defenses,"Magic Hound has disabled LSA protection on compromised hosts using ""reg"" add HKLM\SYSTEM\CurrentControlSet\Control\LSA /v RunAsPPL /t REG_DWORD /d 0 /f.[17]"
G0059,Enterprise,T1562,Disable or Modify Tools,.001,,T1562.001,Disable or Modify Tools,Magic Hound has disabled antivirus services on targeted systems in order to upload malicious payloads.[17]
G0059,Enterprise,T1562,Disable Windows Event Logging,.002,,T1562.002,Disable Windows Event Logging,Magic Hound has executed scripts to disable the event log service.[19]
G0059,Enterprise,T1562,Disable or Modify System Firewall,.004,,T1562.004,Disable or Modify System Firewall,"Magic Hound has added the following rule to a victim's Windows firewall to allow RDP traffic - ""netsh"" advfirewall firewall add rule name=""Terminal Server"" dir=in action=allow protocol=TCP localport=3389.[17][19]"
G0059,Enterprise,T1070,Indicator Removal,.003,Clear Command History,T1070.003,Indicator Removal: Clear Command History,Magic Hound has removed mailbox export requests from compromised Exchange servers.[17]
G0059,Enterprise,T1070,Indicator Removal,.004,File Deletion,T1070.004,Indicator Removal: File Deletion,Magic Hound has deleted and overwrote files to cover tracks.[15][1][19]
G0059,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Magic Hound has downloaded additional code and files from servers onto victims.[15][17][19][18]
G0059,Enterprise,T1056,Input Capture,.001,Keylogging,T1056.001,Input Capture: Keylogging,Magic Hound malware is capable of keylogging.[15]
G0059,Enterprise,T1570,Lateral Tool Transfer,,,T1570,Lateral Tool Transfer,Magic Hound has copied tools within a compromised network using RDP.[19]
G0059,Enterprise,T1036,Masquerading,.004,Masquerade Task or Service,T1036.004,Masquerading: Masquerade Task or Service,Magic Hound has named a malicious script CacheTask.bat to mimic a legitimate task.[19]
G0059,Enterprise,T1036,Masquerading,.005,Match Legitimate Name or Location,T1036.005,Masquerading: Match Legitimate Name or Location,Magic Hound has used dllhost.exe to mask Fast Reverse Proxy (FRP) and MicrosoftOutLookUpdater.exe for Plink.[17][19][18]
G0059,Enterprise,T1036,Masquerading,.010,Masquerade Account Name,T1036.010,Masquerading: Masquerade Account Name,Magic Hound has created local accounts named help and DefaultAccount on compromised machines.[17][18]
G0059,Enterprise,T1112,Modify Registry,,,T1112,Modify Registry,Magic Hound has modified Registry settings for security tools.[17]
G0059,Enterprise,T1046,Network Service Discovery,,,T1046,Network Service Discovery,"Magic Hound has used KPortScan 3.0 to perform SMB, RDP, and LDAP scanning.[19]"
G0059,Enterprise,T1571,Non-Standard Port,,,T1571,Non-Standard Port,Magic Hound malware has communicated with its C2 server over TCP ports 4443 and 10151 using HTTP.[15][19]
G0059,Enterprise,T1027,Obfuscated Files or Information,.010,Command Obfuscation,T1027.010,Obfuscated Files or Information: Command Obfuscation,Magic Hound has used base64-encoded commands.[15][18]
G0059,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Magic Hound malware has used base64-encoded files and has also encrypted embedded strings with AES.[15][18]
G0059,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,"Magic Hound has obtained and used tools like Havij, sqlmap, Metasploit, Mimikatz, and Plink.[23][1][7][19][18]"
G0059,Enterprise,T1003,OS Credential Dumping,.001,LSASS Memory,T1003.001,OS Credential Dumping: LSASS Memory,"Magic Hound has stolen domain credentials by dumping LSASS process memory using Task Manager, comsvcs.dll, and from a Microsoft Active Directory Domain Controller using Mimikatz.[1][17][19][18]"
G0059,Enterprise,T1566,Phishing,.002,Spearphishing Link,T1566.002,Phishing: Spearphishing Link,Magic Hound has sent malicious URL links through email to victims. In some cases the URLs were shortened or linked to Word documents with malicious macros that executed PowerShells scripts to download Pupy.[24][2][3][18]
G0059,Enterprise,T1566,Phishing,.003,Spearphishing via Service,T1566.003,Phishing: Spearphishing via Service,Magic Hound used various social media channels (such as LinkedIn) as well as messaging services (such as WhatsApp) to spearphish victims.[25][12][2]
G0059,Enterprise,T1598,Phishing for Information,.003,Spearphishing Link,T1598.003,Phishing for Information: Spearphishing Link,Magic Hound has used SMS and email messages with links designed to steal credentials or track victims.[3][2][6][5][20][18]
G0059,Enterprise,T1057,Process Discovery,,,T1057,Process Discovery,Magic Hound malware can list running processes.[15]
G0059,Enterprise,T1572,Protocol Tunneling,,,T1572,Protocol Tunneling,Magic Hound has used Plink to tunnel RDP over SSH.[19]
G0059,Enterprise,T1090,Proxy,,,T1090,Proxy,Magic Hound has used Fast Reverse Proxy (FRP) for RDP traffic.[19]
G0059,Enterprise,T1021,Remote Services,.001,Remote Desktop Protocol,T1021.001,Remote Services: Remote Desktop Protocol,Magic Hound has used Remote Desktop Services to copy tools on targeted systems.[17][19]
G0059,Enterprise,T1018,Remote System Discovery,,,T1018,Remote System Discovery,Magic Hound has used Ping for discovery on targeted networks.[19]
G0059,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,Magic Hound has used scheduled tasks to establish persistence and execution.[17][19]
G0059,Enterprise,T1113,Screen Capture,,,T1113,Screen Capture,Magic Hound malware can take a screenshot and upload the file to its C2 server.[15]
G0059,Enterprise,T1505,Server Software Component,.003,Web Shell,T1505.003,Server Software Component: Web Shell,Magic Hound has used multiple web shells to gain execution.[17][19]
G0059,Enterprise,T1218,System Binary Proxy Execution,.011,Rundll32,T1218.011,System Binary Proxy Execution: Rundll32,Magic Hound has used rundll32.exe to execute MiniDump from comsvcs.dll when dumping LSASS memory.[17]
G0059,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,"Magic Hound malware has used a PowerShell command to check the victim system architecture to determine if it is an x64 machine. Other malware has obtained the OS version, UUID, and computer/host name to send to the C2 server.[15][17][19]"
G0059,Enterprise,T1016,System Network Configuration Discovery,,,T1016,System Network Configuration Discovery,"Magic Hound malware gathers the victim's local IP address, MAC address, and external IP address.[15][17][19]"
G0059,Enterprise,T1016,Internet Connection Discovery,.001,,T1016.001,Internet Connection Discovery,Magic Hound has conducted a network call out to a specific website as part of their initial discovery activity.[19]
G0059,Enterprise,T1016,Wi-Fi Discovery,.002,,T1016.002,Wi-Fi Discovery,Magic Hound has collected names and passwords of all Wi-Fi networks to which a device has previously connected.[7]
G0059,Enterprise,T1049,System Network Connections Discovery,,,T1049,System Network Connections Discovery,Magic Hound has used quser.exe to identify existing RDP connections.[17]
G0059,Enterprise,T1033,System Owner/User Discovery,,,T1033,System Owner/User Discovery,Magic Hound malware has obtained the victim username and sent it to the C2 server.[15][17][19]
G0059,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Magic Hound has attempted to lure victims into opening malicious links embedded in emails.[2][3]
G0059,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Magic Hound has attempted to lure victims into opening malicious email attachments.[2]
G0059,Enterprise,T1078,Valid Accounts,.001,Default Accounts,T1078.001,Valid Accounts: Default Accounts,"Magic Hound enabled and used the default system managed account, DefaultAccount, via ""powershell.exe"" /c net user DefaultAccount /active:yes to connect to a targeted Exchange server over RDP.[19]"
G0059,Enterprise,T1078,Valid Accounts,.002,Domain Accounts,T1078.002,Valid Accounts: Domain Accounts,Magic Hound has used domain administrator accounts after dumping LSASS process memory.[19]
G0059,Enterprise,T1102,Web Service,.002,Bidirectional Communication,T1102.002,Web Service: Bidirectional Communication,Magic Hound malware can use a SOAP Web service to communicate with its C2 server.[15]
G0059,Enterprise,T1047,Windows Management Instrumentation,,,T1047,Windows Management Instrumentation,Magic Hound has used a tool to run cmd /c wmic computersystem get domain for discovery.[17]
G1026,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,Malteiro has utilized a dropper containing malicious VBS scripts.[1]
G1026,Enterprise,T1555,Credentials from Password Stores,,,T1555,Credentials from Password Stores,Malteiro has obtained credentials from mail clients via NirSoft MailPassView.[1]
G1026,Enterprise,T1555,Credentials from Web Browsers,.003,,T1555.003,Credentials from Web Browsers,Malteiro has stolen credentials stored in the victim’s browsers via software tool NirSoft WebBrowserPassView.[1]
G1026,Enterprise,T1140,Deobfuscate/Decode Files or Information,,,T1140,Deobfuscate/Decode Files or Information,Malteiro has the ability to deobfuscate downloaded files prior to execution.[1]
G1026,Enterprise,T1657,Financial Theft,,,T1657,Financial Theft,Malteiro targets organizations in a wide variety of sectors via the use of Mispadu banking trojan with the goal of financial theft.[1]
G1026,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Malteiro has used scripts encoded in Base64 certificates to distribute malware to victims.[2]
G1026,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,Malteiro has sent spearphishing emails containing malicious .zip files.[1]
G1026,Enterprise,T1055,Process Injection,.001,Dynamic-link Library Injection,T1055.001,Process Injection: Dynamic-link Library Injection,Malteiro has injected Mispadu’s DLL into a process.[1]
G1026,Enterprise,T1518,Software Discovery,.001,Security Software Discovery,T1518.001,Software Discovery: Security Software Discovery,Malteiro collects the installed antivirus on the victim machine.[1]
G1026,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,"Malteiro collects the machine information, system architecture, the OS version, computer name, and Windows product name.[1]"
G1026,Enterprise,T1614,System Location Discovery,.001,System Language Discovery,T1614.001,System Location Discovery: System Language Discovery,Malteiro will terminate Mispadu's infection process if the language of the victim machine is not Spanish or Portuguese.[1]
G1026,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Malteiro has relied on users to execute .zip file attachments containing malicious URLs.[1]
G0045,Enterprise,T1087,Account Discovery,.002,Domain Account,T1087.002,Account Discovery: Domain Account,menuPass has used the Microsoft administration tool csvde.exe to export Active Directory data.[12]
G0045,Enterprise,T1583,Acquire Infrastructure,.001,Domains,T1583.001,Acquire Infrastructure: Domains,menuPass has registered malicious domains for use in intrusion campaigns.[1][2]
G0045,Enterprise,T1560,Archive Collected Data,,,T1560,Archive Collected Data,menuPass has encrypted files and information before exfiltration.[1][2]
G0045,Enterprise,T1560,Archive via Utility,.001,,T1560.001,Archive via Utility,menuPass has compressed files before exfiltration using TAR and RAR.[6][12][8]
G0045,Enterprise,T1119,Automated Collection,,,T1119,Automated Collection,menuPass has used the Csvde tool to collect Active Directory files and data.[8]
G0045,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,menuPass uses PowerSploit to inject shellcode into PowerShell.[12][8]
G0045,Enterprise,T1059,Command and Scripting Interpreter,.003,Windows Command Shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell,menuPass executes commands using a command-line interface and reverse shell. The group has used a modified version of pentesting script wmiexec.vbs to execute commands.[6][12][13][10] menuPass has used malicious macros embedded inside Office documents to execute files.[9][10]
G0045,Enterprise,T1005,Data from Local System,,,T1005,Data from Local System,menuPass has collected various files from the compromised computers.[1][8]
G0045,Enterprise,T1039,Data from Network Shared Drive,,,T1039,Data from Network Shared Drive,menuPass has collected data from remote systems by mounting network shares with net use and using Robocopy to transfer data.[6]
G0045,Enterprise,T1074,Data Staged,.001,Local Data Staging,T1074.001,Data Staged: Local Data Staging,"menuPass stages data prior to exfiltration in multi-part archives, often saved in the Recycle Bin.[6]"
G0045,Enterprise,T1074,Data Staged,.002,Remote Data Staging,T1074.002,Data Staged: Remote Data Staging,menuPass has staged data on remote MSP systems or other victim networks prior to exfiltration.[6][8]
G0045,Enterprise,T1140,Deobfuscate/Decode Files or Information,,,T1140,Deobfuscate/Decode Files or Information,menuPass has used certutil in a macro to decode base64-encoded content contained in a dropper document attached to an email. The group has also used certutil -decode to decode files on the victim’s machine when dropping UPPERCUT.[9][10]
G0045,Enterprise,T1568,Dynamic Resolution,.001,Fast Flux DNS,T1568.001,Dynamic Resolution: Fast Flux DNS,menuPass has used dynamic DNS service providers to host malicious domains.[2]
G0045,Enterprise,T1190,Exploit Public-Facing Application,,,T1190,Exploit Public-Facing Application,menuPass has leveraged vulnerabilities in Pulse Secure VPNs to hijack sessions.[14]
G0045,Enterprise,T1210,Exploitation of Remote Services,,,T1210,Exploitation of Remote Services,menuPass has used tools to exploit the ZeroLogon vulnerability (CVE-2020-1472).[8]
G0045,Enterprise,T1083,File and Directory Discovery,,,T1083,File and Directory Discovery,"menuPass has searched compromised systems for folders of interest including those related to HR, audit and expense, and meeting memos.[8]"
G0045,Enterprise,T1574,Hijack Execution Flow,.001,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,menuPass has used DLL search order hijacking.[6]
G0045,Enterprise,T1574,Hijack Execution Flow,.002,DLL Side-Loading,T1574.002,Hijack Execution Flow: DLL Side-Loading,menuPass has used DLL side-loading to launch versions of Mimikatz and PwDump6 as well as UPPERCUT.[12][10][8]
G0045,Enterprise,T1070,Indicator Removal,.003,Clear Command History,T1070.003,Indicator Removal: Clear Command History,menuPass has used Wevtutil to remove PowerShell execution logs.[14]
G0045,Enterprise,T1070,Indicator Removal,.004,File Deletion,T1070.004,Indicator Removal: File Deletion,A menuPass macro deletes files after it has decoded and decompressed them.[9][2]
G0045,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,menuPass has installed updates and new malware on victims.[6][2]
G0045,Enterprise,T1056,Input Capture,.001,Keylogging,T1056.001,Input Capture: Keylogging,menuPass has used key loggers to steal usernames and passwords.[2]
G0045,Enterprise,T1036,Masquerading,,,T1036,Masquerading,menuPass has used esentutl to change file extensions to their true type that were masquerading as .txt files.[10]
G0045,Enterprise,T1036,Rename System Utilities,.003,,T1036.003,Rename System Utilities,menuPass has renamed certutil and moved it to a different location on the system to avoid detection based on use of the tool.[10]
G0045,Enterprise,T1036,Match Legitimate Name or Location,.005,,T1036.005,Match Legitimate Name or Location,menuPass has been seen changing malicious files to appear legitimate.[2]
G0045,Enterprise,T1106,Native API,,,T1106,Native API,"menuPass has used native APIs including GetModuleFileName, lstrcat, CreateFile, and ReadFile.[8]"
G0045,Enterprise,T1046,Network Service Discovery,,,T1046,Network Service Discovery,"menuPass has used tcping.exe, similar to Ping, to probe port status on systems of interest.[12]"
G0045,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,"menuPass has encoded strings in its malware with base64 as well as with a simple, single-byte XOR obfuscation using key 0x40.[9][10][8]"
G0045,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,"menuPass has used and modified open-source tools like Impacket, Mimikatz, and pwdump.[12]"
G0045,Enterprise,T1003,OS Credential Dumping,.002,Security Account Manager,T1003.002,OS Credential Dumping: Security Account Manager,menuPass has used a modified version of pentesting tools wmiexec.vbs and secretsdump.py to dump credentials.[12][13]
G0045,Enterprise,T1003,OS Credential Dumping,.003,NTDS,T1003.003,OS Credential Dumping: NTDS,menuPass has used Ntdsutil to dump credentials.[8]
G0045,Enterprise,T1003,OS Credential Dumping,.004,LSA Secrets,T1003.004,OS Credential Dumping: LSA Secrets,menuPass has used a modified version of pentesting tools wmiexec.vbs and secretsdump.py to dump credentials.[12][13]
G0045,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,menuPass has sent malicious Office documents via email as part of spearphishing campaigns as well as executables disguised as documents.[12][7][10][2]
G0045,Enterprise,T1055,Process Injection,.012,Process Hollowing,T1055.012,Process Injection: Process Hollowing,menuPass has used process hollowing in iexplore.exe to load the RedLeaves implant.[9]
G0045,Enterprise,T1090,Proxy,.002,External Proxy,T1090.002,Proxy: External Proxy,menuPass has used a global service provider's IP as a proxy for C2 traffic from a victim.[7][10]
G0045,Enterprise,T1021,Remote Services,.001,Remote Desktop Protocol,T1021.001,Remote Services: Remote Desktop Protocol,menuPass has used RDP connections to move across the victim network.[6][2]
G0045,Enterprise,T1021,Remote Services,.004,SSH,T1021.004,Remote Services: SSH,menuPass has used Putty Secure Copy Client (PSCP) to transfer data.[6]
G0045,Enterprise,T1018,Remote System Discovery,,,T1018,Remote System Discovery,menuPass uses scripts to enumerate IP ranges on the victim network. menuPass has also issued the command net view /domain to a PlugX implant to gather information about remote systems on the network.[12][7]
G0045,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,menuPass has used a script (atexec.py) to execute a command on a target machine via Task Scheduler.[12]
G0045,Enterprise,T1553,Subvert Trust Controls,.002,Code Signing,T1553.002,Subvert Trust Controls: Code Signing,menuPass has resized and added data to the certificate table to enable the signing of modified files with legitimate signatures.[14]
G0045,Enterprise,T1218,System Binary Proxy Execution,.004,InstallUtil,T1218.004,System Binary Proxy Execution: InstallUtil,menuPass has used InstallUtil.exe to execute malicious software.[12]
G0045,Enterprise,T1016,System Network Configuration Discovery,,,T1016,System Network Configuration Discovery,menuPass has used several tools to scan for open NetBIOS nameservers and enumerate NetBIOS sessions.[12]
G0045,Enterprise,T1049,System Network Connections Discovery,,,T1049,System Network Connections Discovery,menuPass has used net use to conduct connectivity checks to machines.[6]
G0045,Enterprise,T1199,Trusted Relationship,,,T1199,Trusted Relationship,menuPass has used legitimate access granted to Managed Service Providers in order to access victims of interest.[12][7][8][1][2]
G0045,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,"menuPass has attempted to get victims to open malicious files such as Windows Shortcuts (.lnk) and/or Microsoft Office documents, sent via email as part of spearphishing campaigns.[12][7][9][10][2]"
G0045,Enterprise,T1078,Valid Accounts,,,T1078,Valid Accounts,menuPass has used valid accounts including shared between Managed Service Providers and clients to move between the two environments.[6][8][2][14]
G0045,Enterprise,T1047,Windows Management Instrumentation,,,T1047,Windows Management Instrumentation,"menuPass has used a modified version of pentesting script wmiexec.vbs, which logs into a remote machine using WMI.[12][13][8]"
G1013,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,Metador has used HTTP for C2.[1]
G1013,Enterprise,T1059,Command and Scripting Interpreter,.003,Windows Command Shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Metador has used the Windows command line to execute commands.[1]
G1013,Enterprise,T1546,Event Triggered Execution,.003,Windows Management Instrumentation Event Subscription,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,Metador has established persistence through the use of a WMI event subscription combined with unusual living-off-the-land binaries such as cdb.exe.[1]
G1013,Enterprise,T1070,Indicator Removal,.004,File Deletion,T1070.004,Indicator Removal: File Deletion,Metador has quickly deleted cbd.exe from a compromised host following the successful deployment of their malware.[1]
G1013,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Metador has downloaded tools and malware onto a compromised system.[1]
G1013,Enterprise,T1095,Non-Application Layer Protocol,,,T1095,Non-Application Layer Protocol,Metador has used TCP for C2.[1]
G1013,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Metador has encrypted their payloads.[1]
G1013,Enterprise,T1588,Obtain Capabilities,.001,Malware,T1588.001,Obtain Capabilities: Malware,"Metador has used unique malware in their operations, including metaMain and Mafalda.[1]"
G1013,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,Metador has used Microsoft's Console Debugger in some of their operations.[1]
G0002,Enterprise,T1027,Obfuscated Files or Information,.001,Binary Padding,T1027.001,Obfuscated Files or Information: Binary Padding,Moafee has been known to employ binary padding.[1]
